nom_lilly,Femme,Homme,Inconnu,<20 ans,20-59 ans,60+ ans,HHI,n_codes_distincts,n_codes_pour_90pct
Trulicity,44.329977741422205,55.666514479493046,0.003507779084750281,0.04294409241781619,32.44010875437672,67.51694715320546,5824.129288777156,23,3
Verzenio,99.09259015724679,0.8974795960268277,0.009930246726373394,0.0,40.80820770519263,59.191792294807364,5898.334806949121,6,3
Jardiance,42.743176663699586,57.25524428772811,0.0015790485722981396,0.017242229622915113,16.399616006753142,83.58314176362394,5517.384478834524,23,3
Cymbalta,75.51402369645596,24.457946196429702,0.02803010711432589,0.1188368835781667,50.163303238160985,49.71785987826085,4718.628312152831,18,3
